section,split,prediction_source,score_or_state,region,window_sec,metric,direction,value_mean,value_std,n_training_seeds,n_frames_mean,positive_rate_mean,notes
boundary_proximity_detection,test,mc_dropout_t30,mc_mutual_info,near_boundary_is_positive,20.0,aupr,higher,0.10077880044378325,0.001426914150055538,3,28060.0,0.0796863863150392,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,normalised_entropy,near_boundary_is_positive,5.0,auroc,higher,0.6367451594261445,0.0039933770799849035,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,normalised_entropy,near_boundary_is_positive,5.0,aupr,higher,0.026930415876138685,0.0021350010347399354,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,normalised_entropy,near_boundary_is_positive,10.0,auroc,higher,0.6296083807455276,0.005554378427273696,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,normalised_entropy,near_boundary_is_positive,10.0,aupr,higher,0.04762269252403809,0.0027229142207565987,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,normalised_entropy,near_boundary_is_positive,20.0,auroc,higher,0.6289777750462133,0.005215741564605845,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,normalised_entropy,near_boundary_is_positive,20.0,aupr,higher,0.08811137630121484,0.002739914508238132,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,one_minus_confidence,near_boundary_is_positive,5.0,auroc,higher,0.6308751278756833,0.003910704973092773,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,one_minus_confidence,near_boundary_is_positive,5.0,aupr,higher,0.02637378140453799,0.0024216283394722553,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,one_minus_confidence,near_boundary_is_positive,10.0,auroc,higher,0.6233979799968773,0.004672223016481153,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,one_minus_confidence,near_boundary_is_positive,10.0,aupr,higher,0.04655168658238707,0.004541487458710254,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,one_minus_confidence,near_boundary_is_positive,20.0,auroc,higher,0.6233328789480956,0.0022774493649927083,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,deterministic_raw,one_minus_confidence,near_boundary_is_positive,20.0,aupr,higher,0.0862395369695617,0.00545439823221174,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_entropy,near_boundary_is_positive,5.0,auroc,higher,0.6445089667270745,0.010452977758428765,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_entropy,near_boundary_is_positive,5.0,aupr,higher,0.028055465913744516,0.0042401181781017,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_entropy,near_boundary_is_positive,10.0,auroc,higher,0.6369522984099137,0.008749340684632973,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_entropy,near_boundary_is_positive,10.0,aupr,higher,0.04919968797256844,0.005444434876751582,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_entropy,near_boundary_is_positive,20.0,auroc,higher,0.6359938770932583,0.0034295258608471025,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_entropy,near_boundary_is_positive,20.0,aupr,higher,0.09023789702987041,0.005375102924096654,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_mutual_info,near_boundary_is_positive,5.0,auroc,higher,0.631213168530332,0.005102184607692196,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_mutual_info,near_boundary_is_positive,5.0,aupr,higher,0.022367371300564803,0.0001317995269793396,3,14972.0,0.01616350520972482,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_mutual_info,near_boundary_is_positive,10.0,auroc,higher,0.6273826678719856,0.003414735507593776,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_mutual_info,near_boundary_is_positive,10.0,aupr,higher,0.041683566676972615,0.0002960803511146104,3,14972.0,0.030857600854929206,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_mutual_info,near_boundary_is_positive,20.0,auroc,higher,0.6307221547210626,0.012162643934425661,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
boundary_proximity_detection,val,mc_dropout_t30,mc_mutual_info,near_boundary_is_positive,20.0,aupr,higher,0.08155898606529971,0.004010361205841856,3,14972.0,0.06024579214533796,Positive means within the inclusive ground-truth boundary window.
mc_validation_convergence,val,mc_dropout,T=10,overall,,all_seeds_stable,required_true,0.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=10,overall,,prediction_disagreement_max,lower,0.0168314186481432,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=10,overall,,mc_entropy_spearman_min,higher,0.9929970805185224,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=10,overall,,mc_mutual_information_spearman_min,higher,0.9308379228381362,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=10,overall,,error_auroc_abs_diff_max,lower,0.0146279190316551,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=10,overall,,error_aupr_abs_diff_max,lower,0.0227964640991906,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=10,overall,,aurc_abs_diff_max,lower,0.003441711015971,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=10,overall,,inference_seconds_mean,lower,1.3359622999996643,0.0819893505183412,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,all_seeds_stable,required_true,0.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,prediction_disagreement_max,lower,0.010285866951643,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,mc_entropy_spearman_min,higher,0.9973662898024404,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,mc_mutual_information_spearman_min,higher,0.9716447965983248,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,error_auroc_abs_diff_max,lower,0.0073695026813346,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,error_aupr_abs_diff_max,lower,0.0147184324163185,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,aurc_abs_diff_max,lower,0.0019572864527672,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=20,overall,,inference_seconds_mean,lower,2.637382399998993,0.0875783186237235,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=30,overall,,all_seeds_stable,required_true,1.0,,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=30,overall,,prediction_disagreement_max,lower,0.0062783863211327,,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=30,overall,,mc_entropy_spearman_min,higher,0.998954625546378,,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=30,overall,,mc_mutual_information_spearman_min,higher,0.9867004696196232,,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=30,overall,,error_auroc_abs_diff_max,lower,0.0038354005902292,,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=30,overall,,error_aupr_abs_diff_max,lower,0.008264281037519,,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=30,overall,,aurc_abs_diff_max,lower,0.0010828019842464,,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=30,overall,,inference_seconds_mean,lower,3.930695699998372,0.1018007832556036,3,14972.0,,T=30 is the smallest candidate stable for all three seeds.
mc_validation_convergence,val,mc_dropout,T=50,overall,,all_seeds_stable,required_true,1.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=50,overall,,prediction_disagreement_max,lower,0.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=50,overall,,mc_entropy_spearman_min,higher,1.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=50,overall,,mc_mutual_information_spearman_min,higher,0.9999999999999998,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=50,overall,,error_auroc_abs_diff_max,lower,0.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=50,overall,,error_aupr_abs_diff_max,lower,0.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=50,overall,,aurc_abs_diff_max,lower,0.0,,3,14972.0,,
mc_validation_convergence,val,mc_dropout,T=50,overall,,inference_seconds_mean,lower,6.5506986000000325,0.1282309787725707,3,14972.0,,
temperature_scaling_calibration,test,,raw,overall,,nll,lower,1.159870754793434,0.1651591586178305,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,raw,overall,,brier,lower,0.5305159148674572,0.0480882783369368,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,raw,overall,,ece_15_bins,lower,0.1729766783046362,0.0279219090161453,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,raw,overall,,accuracy,unchanged,0.6564385839866952,0.0230588717572818,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,raw,overall,,macro_f1,unchanged,0.5619335408472679,0.0324807421221417,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,temperature_scaled,overall,,nll,lower,0.9903077097499958,0.1512449666221561,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,temperature_scaled,overall,,brier,lower,0.489272428029041,0.0580960877536958,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,temperature_scaled,overall,,ece_15_bins,lower,0.0815649156607773,0.029682059293245,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,temperature_scaled,overall,,accuracy,unchanged,0.6564385839866952,0.0230588717572818,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
temperature_scaling_calibration,test,,temperature_scaled,overall,,macro_f1,unchanged,0.5619335408472679,0.0324807421221417,3,,,Temperature fitted per seed on validation raw logits; test evaluation only.
